iter	Logloss
407	0.4101450611
408	0.4099456007
409	0.4099330762
410	0.4097593733
411	0.4095990186
412	0.4094012183
413	0.4092821696
414	0.4091129633
415	0.4091009678
416	0.4088072615
417	0.4087162232
418	0.4086017155
419	0.4085321487
420	0.408393026
421	0.4083831615
422	0.4082756803
423	0.4080283086
424	0.4078455616
425	0.4077245844
426	0.4076393309
427	0.4075317793
428	0.4073526242
429	0.4071173689
430	0.4069146031
431	0.4068116226
432	0.406630318
433	0.406392085
434	0.4062109596
435	0.4060644524
436	0.4058869218
437	0.4057405789
438	0.4055677622
439	0.4054172259
440	0.4053100269
441	0.4051922059
442	0.4049876385
443	0.4048122368
444	0.4045692894
445	0.404342457
446	0.404070857
447	0.4039898279
448	0.4038084658
449	0.4036404029
450	0.40352831
451	0.4033472639
452	0.403254317
453	0.4030853996
454	0.4030750254
455	0.4028403027
456	0.4026537349
457	0.4025097284
458	0.4023109124
459	0.4021329943
460	0.4020257653
461	0.401865216
462	0.401648339
463	0.4014599843
464	0.4014512712
465	0.4012645073
466	0.4010858477
467	0.4009889636
468	0.40092882
469	0.4006877927
470	0.400532891
471	0.4005243141
472	0.4003057489
473	0.4000525607
474	0.4000440664
475	0.4000362331
476	0.3999147744
477	0.3999061925
478	0.3996884001
479	0.3995417847
480	0.3993949784
481	0.3991898194
482	0.3990771357
483	0.3988692464
484	0.3986919647
485	0.3986551675
486	0.3985032234
487	0.3984950175
488	0.3983046472
489	0.3981309805
490	0.3980071826
491	0.3978625976
492	0.3976856423
493	0.3975004901
494	0.3972929973
495	0.3970823099
496	0.3968920602
497	0.3967297645
498	0.3965645769
499	0.3963203442
500	0.3963117934
501	0.3961452435
502	0.3960641088
503	0.3959749145
504	0.3959220496
505	0.3958108587
506	0.395618599
507	0.3956115996
508	0.3953953894
509	0.3952011085
510	0.3950631878
511	0.3949372806
512	0.394778002
513	0.3945584877
514	0.3943863365
515	0.3942812609
516	0.3940645934
517	0.3939016047
518	0.3937670854
519	0.3936063309
520	0.3933895443
521	0.3932780775
522	0.3932098717
523	0.3929857085
524	0.3928471034
525	0.3926325547
526	0.3925821241
527	0.3925750893
528	0.392395094
529	0.3922557124
530	0.3920568871
531	0.3920492739
532	0.3919044425
533	0.3917478833
534	0.3916000681
535	0.3913499617
536	0.3911892233
537	0.391080497
538	0.390930856
539	0.3907968732
540	0.3906231258
541	0.3904722569
542	0.3904661279
543	0.3903847315
544	0.3902202304
545	0.390016808
546	0.3898607272
547	0.3897589409
548	0.3895572218
549	0.3894596252
550	0.3892942582
551	0.3892867854
552	0.3890917165
553	0.3889392792
554	0.3888047768
555	0.3886513478
556	0.3884922923
557	0.3884762597
558	0.3883445457
559	0.3882284267
560	0.3880632203
561	0.3879528399
562	0.3878870507
563	0.3877807722
564	0.3876725359
565	0.3875084343
566	0.3873582452
567	0.3872310954
568	0.3870746524
569	0.3869046353
570	0.3868346855
571	0.3866887282
572	0.3864811127
573	0.3862755277
574	0.386115843
575	0.3859639801
576	0.3857792108
577	0.385551142
578	0.3854072964
579	0.385398934
580	0.385385216
581	0.385202297
582	0.3850369436
583	0.3848978982
584	0.384780554
585	0.3846505087
586	0.3844492056
587	0.3842303939
588	0.384060408
589	0.38398786
590	0.3839822468
591	0.3839759255
592	0.3838844472
593	0.3836728462
594	0.3835320457
595	0.3833808734
596	0.3831871018
597	0.3830303651
598	0.3827784856
599	0.3826551702
600	0.3825526139
601	0.3825464374
602	0.3823767694
603	0.3822350767
604	0.3820560431
605	0.3819451118
606	0.3819376129
607	0.3816999059
608	0.3816008692
609	0.3814334853
610	0.3813401358
611	0.3812315218
612	0.3810915378
613	0.3810085245
614	0.3808623328
615	0.3807289233
616	0.3805388699
617	0.3803893843
618	0.3803173546
619	0.3802514456
620	0.3801265942
621	0.3799485458
622	0.3798451863
623	0.3796647183
624	0.3795727936
625	0.3794156789
626	0.3792320712
627	0.3791042684
628	0.3789581393
629	0.3788474791
630	0.3787285809
631	0.3786020583
632	0.3784503645
633	0.3782725452
634	0.3781390377
635	0.3780281326
636	0.3778359404
637	0.3777404175
638	0.3776138121
639	0.3774614248
640	0.3774223165
641	0.3773011653
642	0.3771005766
643	0.376969777
644	0.3767978768
645	0.3766207337
646	0.3766155615
647	0.3764699251
648	0.3763227829
649	0.3761061454
650	0.3760034067
651	0.3759328266
652	0.3757767626
653	0.3756166179
654	0.3754179292
655	0.3753179266
656	0.3751850732
657	0.375113493
658	0.375001327
659	0.3749161762
660	0.3747817309
661	0.3746736455
662	0.3745532674
663	0.374356259
664	0.3742280363
665	0.3740475037
666	0.3738707503
667	0.3736754143
668	0.3735257956
669	0.3733934711
670	0.3732184171
671	0.3731290764
672	0.3730157649
673	0.3727644064
674	0.3727077381
675	0.3726637248
676	0.3725423825
677	0.3724238987
678	0.3722968621
679	0.3721523909
680	0.3720452564
681	0.371889871
682	0.3717535468
683	0.3716453483
684	0.3715508141
685	0.3715445214
686	0.3714687887
687	0.3713276538
688	0.3711847562
689	0.3710476819
690	0.370904174
691	0.3708075544
692	0.3706884729
693	0.3705366687
694	0.3704914041
695	0.3703258836
696	0.3701799194
697	0.3700784062
698	0.3699619569
699	0.3697773706
700	0.3696976108
701	0.3695833154
702	0.3693593886
703	0.3692178529
704	0.3691419744
705	0.3690026269
706	0.3688359051
707	0.3688303115
708	0.3687772916
709	0.3686815135
710	0.3685694155
711	0.3684631375
712	0.3683899304
713	0.3683001129
714	0.3681509826
715	0.3680662835
716	0.3678805861
717	0.367852271
718	0.3677534909
719	0.3676092666
720	0.3674401029
721	0.3673482905
722	0.3672417764
723	0.3670991607
724	0.3670928048
725	0.3669476469
726	0.366824614
727	0.366715298
728	0.3666089017
729	0.3664714711
730	0.3664117533
731	0.3662354801
732	0.3662304446
733	0.366131606
734	0.366017191
735	0.3659277913
736	0.3657873296
737	0.3656452616
738	0.365513402
739	0.3653641867
740	0.3651508453
741	0.3649645088
742	0.3649067187
743	0.3649016434
744	0.3648166959
745	0.3646612256
746	0.3645852553
747	0.364462293
748	0.3642840811
749	0.3642110562
750	0.3640902326
751	0.3639783634
752	0.3639050881
753	0.3637336154
754	0.3636338285
755	0.3634748209
756	0.3633427616
757	0.3632295736
758	0.3631290359
759	0.3630683633
760	0.3629546029
761	0.3627921002
762	0.3626782089
763	0.3625400322
764	0.3624157178
765	0.3622799817
766	0.362145545
767	0.361969139
768	0.3618692639
769	0.3617443099
770	0.3616200526
771	0.3614472417
772	0.3613689047
773	0.361363839
774	0.3612614864
775	0.3610951474
776	0.3609994458
777	0.3609790551
778	0.3608463719
779	0.3607112232
780	0.3607052913
781	0.3607003169
782	0.3605663114
783	0.3604684048
784	0.3603634906
785	0.3602083285
786	0.3600873493
787	0.3599752034
788	0.3599106044
789	0.3599064539
790	0.3598252397
791	0.3596618249
792	0.3595576781
793	0.3594762174
794	0.3593473939
795	0.3591965383
796	0.3590232693
797	0.3588968309
798	0.3588284346
799	0.3587556259
800	0.35861063
801	0.3584980853
802	0.3584328113
803	0.3582695537
804	0.3581425577
805	0.3581212647
806	0.358057902
807	0.3580511855
808	0.3579250341
809	0.357812152
810	0.3578051178
811	0.3577008149
812	0.3575510294
813	0.3574350486
814	0.3572598858
815	0.3572518424
816	0.3571009712
817	0.3569971108
818	0.3569158981
819	0.3568060272
820	0.3566623973
821	0.3564783574
822	0.3563885068
823	0.3562519397
824	0.3561342679
825	0.3560478387
826	0.3559000504
827	0.3558957595
828	0.3558794031
829	0.3557594051
830	0.3556245227
831	0.3554869005
832	0.3553810468
833	0.3552868618
834	0.3551400442
835	0.3550191686
836	0.3548894046
837	0.3548027428
838	0.3547356645
839	0.3546040988
840	0.3545964235
841	0.354476825
842	0.354341719
843	0.3542198332
844	0.3540750778
845	0.353922467
846	0.3538648221
847	0.3537040987
848	0.3535513791
849	0.3534798492
850	0.3533606912
851	0.3531920265
852	0.3530440101
853	0.3529619147
854	0.3528053269
855	0.3528007398
856	0.3526545614
857	0.3525783529
858	0.3525333208
859	0.3525111593
860	0.3523743198
861	0.3522779685
862	0.3522592234
863	0.3522551868
864	0.3521750498
865	0.3521167488
866	0.3519678271
867	0.3519287532
868	0.3517632818
869	0.3516024724
870	0.3515933828
871	0.3514965683
872	0.3513671132
873	0.351219337
874	0.351072385
875	0.3510637393
876	0.3509200671
877	0.3507212165
878	0.3505780205
879	0.3504746649
880	0.3503458763
881	0.350267433
882	0.3501660553
883	0.3500537435
884	0.3500256263
885	0.3499450003
886	0.3499414085
887	0.349777982
888	0.3497736712
889	0.34968976
890	0.3495723776
891	0.3494676411
892	0.3494635115
893	0.3493316183
894	0.3492096065
895	0.3491177194
896	0.3489859169
897	0.3488909951
898	0.3488132389
899	0.3487513
900	0.348660601
901	0.348582153
902	0.3484292608
903	0.3483471117
904	0.3482524098
905	0.348094251
906	0.3479195346
907	0.3478026917
908	0.347696384
909	0.3476764721
910	0.3475046494
911	0.3473762087
912	0.3473723453
913	0.3472309212
914	0.3470670917
915	0.3469601753
916	0.3467890205
917	0.3466891255
918	0.3466047268
919	0.3464888599
920	0.3463583967
921	0.3462163689
922	0.346087538
923	0.3460838701
924	0.3459682771
925	0.3458459068
926	0.3457466304
927	0.3456610333
928	0.3455837217
929	0.3454256381
930	0.3453574732
931	0.3452521293
932	0.3450822593
933	0.3449498988
934	0.3448448634
935	0.3447225688
936	0.3446313832
937	0.3444891166
938	0.3443539399
939	0.3442022025
940	0.3441280067
941	0.3440628306
942	0.3440592042
943	0.3439858427
944	0.3439829781
945	0.3438868792
946	0.3437882096
947	0.3436781172
948	0.3435541839
949	0.3435504171
950	0.3434756228
951	0.3433706639
952	0.3433604784
953	0.3432194768
954	0.3430984922
955	0.3430630894
956	0.3430583475
957	0.3429594585
958	0.3428324586
959	0.3427254569
960	0.3426133166
961	0.3426092831
962	0.3424971957
963	0.3423711903
964	0.3422897259
965	0.3421952335
966	0.3420785077
967	0.3419618428
968	0.3418795031
969	0.3417688736
970	0.3415799768
971	0.3415230743
972	0.3413950179
973	0.3413173581
974	0.3412461069
975	0.3411304848
976	0.3409825118
977	0.3408122852
978	0.3406825959
979	0.3405724342
980	0.3404538127
981	0.3403580202
982	0.3401983979
983	0.3400572836
984	0.3398781664
985	0.3397872171
986	0.3396493829
987	0.3395859759
988	0.3394454524
989	0.3393416714
990	0.3391588444
991	0.3391208584
992	0.3390292783
993	0.3388411573
994	0.3387389583
995	0.3385996009
996	0.3384535614
997	0.3383281551
998	0.3382031165
999	0.3381684988
